time|position|velocity|acceleration|rotation|rotational velocity|rotational acceleration|sun|charge
1394|-7401307.064832835,-1130378.8868280854,2708549.0033937576|310.0881316945108,-6462.822246907883,499.7964089019336|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999614280997,-0.0002777474646620877,0|9.830277777777866
1395|-7401093.032510445,-1134810.8694186476,2708891.2599478913|314.09613860242484,-6462.208907482156,498.32954286683827|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999613727797,-0.0002779465667821681,0|9.830138888888978
1396|-7400876.383396982,-1139239.7580282898,2709232.305060853|318.100785565465,-6461.59366709966,496.8636790069357|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999613174201,-0.00027814566890223757,0|9.830000000000089
1397|-7400651.992816288,-1143768.4443084109,2709580.0297026485|322.1950905744934,-6460.962155878304,495.36476147223743|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999612620208,-0.00027834477102229595,0|9.8298611111112
1398|-7400430.065863514,-1148191.081822528,2709918.630426504|326.1929535237987,-6460.343083608831,493.900921683108|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999961206582,-0.00027854387314234333,0|9.829722222222312
1399|-7400205.538499155,-1152610.6340739878,2710256.026288976|330.18747036955574,-6459.722124425031,492.4380805258329|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999611511035,-0.00027874297526237965,0|9.829583333333423
1400|-7399975.759913614,-1157078.4401298163,2710596.121614366|334.2250350580614,-6459.09202954771,490.9592445093319|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999610955853,-0.00027894207738240497,0|9.829444444444533
1401|-7399743.331171955,-1161543.094692862,2710934.9883507355|338.2591847691758,-6458.46001310798,489.4814280746083|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999610400275,-0.0002791411795024192,0|9.829250000000089
1402|-7399510.974821324,-1165953.3369459095,2711268.7547657513|342.2436132360813,-6457.833377316452,488.0215989207906|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999996098443,-0.0002793402816224224,0|9.829055555555646
1403|-7399276.039660346,-1170360.5055398527,2711601.325006776|346.2247139362364,-6457.2048730975575,486.56276369370795|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999609287928,-0.0002795393837424145,0|9.828861111111202
1404|-7399035.75418021,-1174815.7957491581,2711936.5474184905|350.2487251113216,-6456.5671642051475,485.0879754034798|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999960873116,-0.00027973848586239553,0|9.82866666666676
1405|-7398792.840536639,-1179267.94634117,2712270.5500918147|354.2693400263854,-6455.9275525536295,483.6142018859129|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999608173996,-0.00027993758798236545,0|9.828472222222315
1406|-7398550.141359322,-1183665.8400186554,2712599.517031553|358.2404076417081,-6455.293427275053,482.158364455427|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999607616435,-0.00028013669010232425,0|9.828277777777872
1407|-7398304.884750975,-1188060.6716413214,2712927.2964067417|362.20816573263573,-6454.657451829883,480.70351625845245|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999607058478,-0.00028033579222227193,0|9.828083333333428
1408|-7398054.179504298,-1192503.4932336751,2713257.6809853795|366.2186976896878,-6454.012203359992,479.23275658680154|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999606500125,-0.0002805348943422085,0|9.827888888888983
1409|-7397800.867860864,-1196943.1870843978,2713586.8545968146|370.2258520075022,-6453.365070704222,477.76300689097866|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999605941375,-0.00028073399646213397,0|9.82769444444454
1410|-7397547.911538444,-1201328.778873108,2713911.0565822097|374.18363202230944,-6452.723529067724,476.31114232001624|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999605382229,-0.0002809330985820483,0|9.827500000000096
1411|-7397292.41894454,-1205711.3202109043,2714234.0795351956|378.1381206607723,-6452.080155301948,474.86026230144597|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999604822687,-0.00028113220070195155,0|9.827361111111209
1412|-7397034.395304611,-1210090.813981813,2714555.925564559|382.0893224190679,-6451.434953855795,473.41036567365154|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999604262748,-0.0002813313028218436,0|9.82722222222232
1413|-7396770.801350327,-1214518.1341165262,2714880.3186078733|386.08312853884945,-6450.780394915582,471.944609206413|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999603702413,-0.0002815304049417245,0|9.82708333333343
1414|-7396504.627862237,-1218942.341335594,2715203.51152479|390.0735801331414,-6450.123974660416,470.4798567434392|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999603141682,-0.0002817295070615943,0|9.82694444444454
1415|-7396238.983865736,-1223312.639070693,2715521.8121898286|394.0148720968957,-6449.4732745874135,469.03292610075994|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999602580554,-0.0002819286091814529,0|9.826805555555653
1416|-7395970.829711334,-1227679.900840831,2715838.9443677776|397.95289521101927,-6448.820764596114,467.5869741831233|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999960201903,-0.0002821277113013004,0|9.826666666666764
1417|-7395700.17055744,-1232044.1295293355,2716154.9101437847|401.88765394250686,-6448.166449067518,466.1419998327772|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999601457109,-0.0002823268134211366,0|9.826527777777875
1418|-7395427.011549197,-1236405.3280193442,2716469.711598318|405.8191527525578,-6447.51033236924,464.69800189274514|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999600894791,-0.00028252591554096167,0|9.826388888888985
1419|-7395151.357818539,-1240763.499193783,2716783.3508071806|409.747396096559,-6446.852418855539,463.2549792068364|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999600332077,-0.00028272501766077546,0|9.826250000000098
1420|-7394869.965636793,-1245169.269399553,2717099.456503185|413.7180087662787,-6446.185031342028,461.79616833747224|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999599768966,-0.0002829241197805781,0|9.826111111111208
1421|-7394586.0309026595,-1249571.9474121048,2717414.3770263884|417.6852989755496,-6445.515813906514,460.3383531566147|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999599205459,-0.0002831232219003695,0|9.825972222222319
1422|-7394302.866064512,-1253920.9837679078,2717724.515046241|421.6037272501419,-6444.852494505883,458.89827188979774|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999598641556,-0.00028332232402014966,0|9.82583333333343
1423|-7394017.227018078,-1258267.0044045663,2718033.4991249517|425.5189179253648,-6444.187395673979,457.4591612333757|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999598077256,-0.0002835214261399186,0|9.825694444444542
1424|-7393729.118829363,-1262610.0122037465,2718341.3313150266|429.430875427523,-6443.5205216985805,456.0210200351194|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999959751256,-0.00028372052825967635,0|9.825555555555653
1425|-7393438.5465513505,-1266950.0100468486,2718648.013664369|433.3396041771639,-6442.8518768543445,454.5838471435881|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999596947468,-0.0002839196303794228,0|9.825416666666763
1426|-7393145.515224014,-1271287.0008149294,2718953.548216276|437.24510858903614,-6442.18146540286,453.1476414081482|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999596381979,-0.00028411873249915804,0|9.825277777777874
1427|-7392850.029874372,-1275620.987388738,2719257.9370094608|441.1473930721229,-6441.509291592675,451.7124016789648|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999595816094,-0.000284317834618882,0|9.825138888888986
1428|-7392552.095516503,-1279951.972648672,2719561.182078055|445.0464620296318,-6440.8353596593415,450.27812680700913|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999595249812,-0.0002845169367385947,0|9.825000000000097
1429|-7392251.717151584,-1284279.9594747778,2719863.285451622|448.9423198590041,-6440.159673825446,448.8448156440585|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999594683134,-0.0002847160388582961,0|9.824861111111208
1430|-7391948.899767923,-1288604.950746738,2720164.249155164|452.8349709519225,-6439.482238300664,447.4124670426981|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999959411606,-0.00028491514097798623,0|9.82472222222232
1431|-7391643.6483409805,-1292926.949343828,2720464.075209131|456.7244196942927,-6438.803057281787,445.981079856331|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999959354859,-0.0002851142430976651,0|9.82458333333343
1432|-7391335.967833416,-1297245.9581449449,2720762.7656294345|460.61067046627363,-6438.122134952758,444.5506529391699|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999592980723,-0.00028531334521733257,0|9.824444444444541
1433|-7391025.8631951045,-1301561.9800285567,2721060.322427453|464.4937276422611,-6437.439475484719,443.1211851462475|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999959241246,-0.00028551244733698877,0|9.824305555555652
1434|-7390713.339363171,-1305875.0178727065,2721356.747610041|468.3735955909044,-6436.755083036047,441.6926753334151|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999995918438,-0.00028571154945663364,0|9.824166666666764
1435|-7390398.401262032,-1310185.074554987,2721652.0431795437|472.2502786750906,-6436.068961752389,440.2651223573501|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999591274743,-0.0002859106515762672,0|9.824027777777875
1436|-7390081.053803409,-1314492.1529525495,2721946.211133801|476.1237812519835,-6435.381115766704,438.8385250755465|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999959070529,-0.0002861097536958894,0|9.823888888888986
1437|-7389761.301886374,-1318796.2559420513,2722239.2534661577|479.99410767297877,-6434.691549199292,437.41288234633424|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999959013544,-0.00028630885581550026,0|9.823750000000096
1438|-7389439.1503973715,-1323097.3863996766,2722531.172165478|483.8612622837502,-6434.000266157846,435.98819302886693|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999589565194,-0.0002865079579350998,0|9.823611111111209
1439|-7389114.604210253,-1327395.5472011026,2722821.9692161484|487.7252494242259,-6433.30727073748,434.5644559831333|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999588994551,-0.000286707060054688,0|9.82347222222232
1440|-7388787.668186305,-1331690.7412215015,2723111.646598091|491.58607342861205,-6432.612567020763,433.1416700699523|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999588423513,-0.0002869061621742648,0|9.82333333333343
1441|-7388458.347174281,-1335982.971335501,2723400.2062867708|495.4437386253694,-6431.916159077769,431.719834150985|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999587852078,-0.00028710526429383027,0|9.82319444444454
1442|-7388126.6460104305,-1340272.2404172,2723687.6502532065|499.2982493372506,-6431.218050966108,430.2989470887258|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999587280246,-0.00028730436641338433,0|9.823055555555653
1443|-7387792.56951853,-1344558.5513401371,2723973.9804639784|503.1496098812768,-6430.518246730952,428.8790077465121|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999586708018,-0.000287503468532927,0|9.822916666666764
1444|-7387456.122509917,-1348841.90697728,2724259.198881241|506.99782456875005,-6429.816750405095,427.460014988526|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999586135394,-0.0002877025706524583,0|9.822777777777874
1445|-7387117.30978351,-1353122.31020102,2724543.307462729|510.84289770526675,-6429.113566008969,426.04196767979096|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999585562374,-0.00028790167277197823,0|9.822638888888985
1446|-7386776.136125851,-1357399.7638831402,2724826.3081617663|514.6848335906989,-6428.408697550693,424.6248646861829|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999584988957,-0.00028810077489148665,0|9.822500000000097
1447|-7386436.6143650105,-1361624.5842465789,2725104.931428837|518.4790172625881,-6427.71037434569,423.22516643344255|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999584415143,-0.0002882998770109837,0|9.822361111111208
1448|-7386094.795520653,-1365846.5288399772,2725382.4762097555|522.2701445540781,-6427.010413764856,421.8263884622288|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999583840934,-0.0002884989791304693,0|9.822222222222319
1449|-7385746.6221843995,-1370115.2194829425,2725662.1905444744|526.1027670400099,-6426.3005558875175,420.4120897487856|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999583266328,-0.00028869808124994345,0|9.822083333333431
1450|-7385396.106829796,-1374380.9719985025,2725940.804721166|529.9322693179392,-6425.58902976613,418.99873084876646|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999582691326,-0.0002888971833694062,0|9.821944444444542
1451|-7385043.254182199,-1378643.7892552707,2726218.3206713446|533.7586556593667,-6424.875839348056,417.5863106322986|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999582115927,-0.00028909628548885746,0|9.821805555555652
1452|-7384688.068954764,-1382903.674121202,2726494.7403221754|537.5819303301212,-6424.16098856856,416.1748279703635|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999581540131,-0.00028929538760829725,0|9.821666666666763
1453|-7384330.555848473,-1387160.6294635604,2726770.065596477|541.4020975903406,-6423.444481350844,414.764281734807|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999580963939,-0.0002894944897277256,0|9.821527777777876
1454|-7383974.917027174,-1391365.2095057475,2727041.1159294043|545.1747950437803,-6422.734681781923,413.3710562529195|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999958038735,-0.00028969359184714247,0|9.821388888888986
1455|-7383617.013244971,-1395566.9333240376,2727311.1009107637|548.94446519031,-6422.023271658216,411.9787433578503|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999579810365,-0.0002898926939665479,0|9.821250000000097
1456|-7383252.598344223,-1399815.1851881351,2727583.1798444837|552.7554076437323,-6421.301856750678,410.57097795516995|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999579232983,-0.0002900917960859418,0|9.821111111111207
1457|-7382885.874139315,-1404060.5189239567,2727854.172005412|556.5632595719087,-6420.578800887821,409.16414450106356|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999578655205,-0.00029029089820532426,0|9.82097222222232
1458|-7382516.8452710705,-1408302.9373951512,2728124.079294879|560.368025206745,-6419.8541079333445,407.7582418716973|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999578077031,-0.00029049000032469515,0|9.82083333333343
1459|-7382149.847345464,-1412493.163607181,2728389.7839617324|564.1255208461553,-6419.1362367630445,406.3696005005023|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999577498461,-0.00029068910244405455,0|9.820694444444541
1460|-7381780.607021297,-1416680.5475173946,2728654.432520716|567.8800097528283,-6418.41677382218,404.9818662524192|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999576919494,-0.0002908882045634024,0|9.820555555555652
1461|-7381404.745110653,-1420914.3049335862,2728921.121637015|571.6756132744351,-6417.687230417292,403.57872780695266|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999576340131,-0.0002910873066827387,0|9.820416666666764
1462|-7381026.596873596,-1425145.1584654823,2729186.7334005865|575.4681472759164,-6416.956065168795,402.17651572569633|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999575760371,-0.00029128640880206347,0|9.820277777777875
1463|-7380650.6035902435,-1429323.9653937519,2729448.199861004|579.2135699700491,-6416.231811901011,400.7915176096544|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999575180215,-0.0002914855109213767,0|9.820138888888986
1464|-7380272.385729267,-1433499.9411312318,2729708.617525513|582.9560022732064,-6415.505981667399,399.4074222661219|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999574599663,-0.00029168461304067834,0|9.820000000000096
1465|-7379887.458753822,-1437722.1674655592,2729971.033396935|586.7394239580472,-6414.770011081587,398.0079611116289|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999574018714,-0.00029188371515996846,0|9.819861111111209
1466|-7379500.263600931,-1441941.5012830696,2730232.379367075|590.519792806688,-6414.0324337149705,396.60942187476036|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999573437369,-0.000292082817279247,0|9.81972222222232
1467|-7379115.346386103,-1446108.9336138368,2730489.6369418195|594.2532081753759,-6413.301857644425,395.2280495297287|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999572855628,-0.00029228191939851395,0|9.81958333333343
1468|-7378728.222231864,-1450273.5458519326,2730745.8529671603|597.9836494077688,-6412.569719232933,393.8475756202762|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999572273489,-0.0002924810215177693,0|9.819444444444542
1469|-7378334.302087814,-1454484.2862899841,2731004.025126718|601.7549554709967,-6411.827381094021,392.45177409469704|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999571690954,-0.0002926801236370131,0|9.819305555555653
1470|-7377942.751274633,-1458643.233514199,2731258.15122126|605.4794256334446,-6411.092110536843,391.0731043681215|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999571108023,-0.0002928792257562453,0|9.819166666666764
1471|-7377549.00660639,-1462799.3689442207,2731511.2411481766|609.2009337700019,-6410.355288469557,389.69532983978246|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999570524695,-0.0002930783278754659,0|9.819027777777874
1472|-7377148.401341858,-1467001.541289893,2731766.2558965213|612.9632139506361,-6409.608222562149,388.30225616067145|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999956994097,-0.00029327742999467484,0|9.818888888888987
1473|-7376745.559187816,-1471200.8409621385,2732020.2136127236|616.7224702538117,-6408.859575773288,386.91009665799265|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999956935685,-0.00029347653211387215,0|9.818750000000097
1474|-7376349.930258533,-1475299.7119918857,2732267.246647714|620.3913867487263,-6408.126816737426,385.5511944284597|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999568772333,-0.0002936756342330578,0|9.818611111111208
1475|-7375942.679437446,-1479493.3415080667,2732519.120274091|624.144677801664,-6407.375055764508,384.1608387546626|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999956818742,-0.00029387473635223186,0|9.818472222222319
1476|-7375537.979041788,-1483635.39345046,2732767.0318163647|627.8513666801058,-6406.63049349895,382.78754506148084|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999956760211,-0.00029407383847139426,0|9.818333333333431
1477|-7375131.110658488,-1487774.650171524,2733013.917846381|631.5551176079649,-6405.884401089672,381.4151401151875|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999567016404,-0.000294272940590545,0|9.818194444444542
1478|-7374717.253540224,-1491959.7620960576,2733262.666530608|635.2994561405554,-6405.127977456053,380.02749262933423|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999566430302,-0.0002944720427096841,0|9.818055555555652
1479|-7374310.886941369,-1496044.7889412094,2733504.6203860966|638.9538215192108,-6404.3876398669645,378.6729921921514|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999565843803,-0.00029467114482881147,0|9.817916666666763
1480|-7373892.664372069,-1500224.258584269,2733751.3027997273|642.6922351728219,-6403.6281376944335,377.28713769978657|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999565256908,-0.0002948702469479272,0|9.817777777777875
1481|-7373472.239913659,-1504400.8781290445,2733996.942612879|646.4276576451815,-6402.867083509372,375.90218860842793|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999564669617,-0.0002950693490670312,0|9.817638888888986
1482|-7373059.471272751,-1508477.618262372,2734235.8650852735|650.0733261065105,-6402.122233406077,374.5503206414469|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999956408193,-0.00029526845118612357,0|9.817500000000097
1483|-7372634.707067216,-1512648.6122532047,2734479.449240283|653.8028478305255,-6401.358121842626,373.16715805338447|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999563493845,-0.0002954675533052042,0|9.817361111111207
1484|-7372217.707896736,-1516719.8630804133,2734716.367286836|657.4427605749993,-6400.610292283571,371.81703294173326|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999562905365,-0.00029566665542427316,0|9.81722222222232
1485|-7371788.620903519,-1520885.2426153782,2734957.9027915704|661.166397521127,-6399.843137286831,370.43565255592307|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999562316487,-0.0002958657575433304,0|9.81708333333343
1486|-7371362.380770334,-1524999.4007381902,2735195.613980488|664.8438170297497,-6399.083395007002,369.0712190496374|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999561727213,-0.0002960648596623759,0|9.816944444444541
1487|-7370934.014817561,-1529110.791141421,2735432.3170728288|668.5183382227191,-6398.322157281799,367.70766362452594|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999561137543,-0.0002962639617814096,0|9.816805555555652
